User,veAEQ Balance at block 22721125,veAEQ % Owned,,Unlock Date (UTC),Lock last updated,,,
0xeb1a5a37369b499123962520bc08ddddfe064bc0,173.7905894,0.0221,,"Thu, 12 Oct 2023 00:00:00 GMT",Tue Oct 18 2022,,,
0x4abb06d9e06f21401db9738015a68072380cdbc9,171.8590561,0.0219,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Oct 13 2022,,,
0x6992bd823bb63e189a827566c648ece23adc6de9,170.117746,0.0217,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x8809d43470541aeb1a201bc2ed05a390adb2f080,168.8555809,0.0215,,"Thu, 26 Oct 2023 00:00:00 GMT",Mon Oct 31 2022,,,
0xbc77450de7f593f2fabe1cab9c38d36b66056707,166.734533,0.0212,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Oct 13 2022,,,
0xc844e702f33f82bae0a5c70d6942ffd067c4d3cc,165.8529183,0.0211,,"Thu, 24 Aug 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0x98c02c575e6195969232d47c8f65d1caabe1a20d,165.1461334,0.021,,"Thu, 30 Mar 2023 00:00:00 GMT",Wed Oct 26 2022,,,
0x7669109d3126928f4ec9c96d7246d6cafa7b8f50,165.0413291,0.021,,"Thu, 31 Aug 2023 00:00:00 GMT",Sat Sep 24 2022,,,
0x46991452a164653accb4ede338550bda08c9d477,160.6748121,0.0205,,"Thu, 31 Aug 2023 00:00:00 GMT",Fri Sep 23 2022,,,
0x77a462b1c8204bad01083fffd35a048ebb72038f,159.9725062,0.0204,,"Thu, 07 Sep 2023 00:00:00 GMT",Sun Sep 25 2022,,,
0xebca142fb749e6c40a01cd1c603c5ed5af59e198,159.8513273,0.0204,,"Thu, 31 Aug 2023 00:00:00 GMT",Sun Sep 04 2022,,,
0x55c87e6d8369441d630021bdf39da1feb62a4607,158.9592041,0.0202,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0xb125834c370215be4f42faceda15407910b0a4d3,151.457452,0.0193,,"Thu, 05 Oct 2023 00:00:00 GMT",Fri Oct 07 2022,,,
0x2ea53c5cc6e2653aed36f2f34469835725014a97,147.8237953,0.0188,,"Thu, 12 Oct 2023 00:00:00 GMT",Wed Oct 12 2022,,,
0xcf4f74ff439c5ea64ddc91086cc4ed8f51ac712b,145.3213991,0.0185,,"Thu, 21 Sep 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0x72819a2e62a58d2c56fef746575526523c1b06be,143.8472656,0.0183,,"Thu, 12 Oct 2023 00:00:00 GMT",Fri Oct 14 2022,,,
0xd4e552eb8302a877390e54fc3ce9a268b3df91a1,138.6659957,0.0177,,"Thu, 31 Aug 2023 00:00:00 GMT",Sun Sep 04 2022,,,
0xebe3e42e2add2a7d4d5fb2b35793abf389393855,138.4606442,0.0176,,"Thu, 31 Aug 2023 00:00:00 GMT",Mon Sep 05 2022,,,
0x28e690b76a30ff912af2c5bbe90390f6bcb4d4dc,137.0075096,0.0174,,"Thu, 21 Sep 2023 00:00:00 GMT",Thu Oct 20 2022,,,
0xeb18d61588cee42aa80268d75d3559fcbf62da10,133.4002919,0.017,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x1b9c8a9e5c7fd7ee4c4646af24ac40c31ad28fc0,132.933239,0.0169,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Sep 07 2022,,,
0xf37d15412e97721fd6756581a4d56eb1bce41df2,130.4690615,0.0166,,"Thu, 14 Sep 2023 00:00:00 GMT",Wed Oct 05 2022,,,
0xce53076a174312c06dafa8ddccd826ff2e76500c,130.1095498,0.0166,,"Thu, 19 Oct 2023 00:00:00 GMT",Thu Oct 20 2022,,,
0x3fc658680cea3e0291e67b99cc626189e8c464fb,129.6012948,0.0165,,"Thu, 21 Sep 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0x7fd35f5671cbb5ab2b8e1b17ca6927bca2989dd4,129.4906801,0.0165,,"Thu, 14 Sep 2023 00:00:00 GMT",Sat Sep 17 2022,,,
0x52d48c66695512811c45e8eff30a513307acf69c,126.278519,0.0161,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x0f8d94cea1eba9c582bbe800545ca91dfc39da18,120.8197175,0.0154,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Oct 02 2022,,,
0xc26bc1458f8fa6612fe89c2be9e44ad50b37812c,119.5492033,0.0152,,"Thu, 07 Sep 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0xd39ad1c2f98294780a80f7fbe4bbb1e6cafa9d08,119.4167022,0.0152,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 15 2022,,,
0xe08048160d2a26d85b335e5951c818642959fa77,116.0827079,0.0148,,"Thu, 24 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x57008097161cf8da341a8e41f9422e6be7fc7709,115.2997887,0.0147,,"Thu, 12 Oct 2023 00:00:00 GMT",Thu Oct 13 2022,,,
0x4dc8f53f70eadec2d1866566da06e3e994f13df5,109.9517181,0.014,,"Thu, 10 Aug 2023 00:00:00 GMT",Wed Sep 21 2022,,,
0x63284c54a82ca1785a0a03fa8402efd735edb333,108.9225754,0.0139,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0x08a380086f192d11f62d0be51e6e8a1bf2ca84a6,106.8802253,0.0136,,"Thu, 10 Aug 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0xfc77577d39bac91d57956338e1ba594fee603dfa,104.5374987,0.0133,,"Thu, 24 Aug 2023 00:00:00 GMT",Sun Aug 28 2022,,,
0xb6f5fb0aee8bff9fc3d57d2158c5fe4473f2d206,104.3493088,0.0133,,"Thu, 09 Feb 2023 00:00:00 GMT",Fri Sep 09 2022,,,
0xb112a8df7431a3826975f13a80b15327aca09b8d,103.626029,0.0132,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Oct 12 2022,,,
0x4579b9605cb0d84e2c0f829376e685383e869a88,100.5194565,0.0128,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x12ee8f03fe941ed7cf3a4a3155cbcc970c3ead96,98.02567328,0.0125,,"Thu, 28 Sep 2023 00:00:00 GMT",Sun Oct 23 2022,,,
0x2f0b44f9caf79bfed5e97ba0470cc07565ba9d82,97.73171207,0.0124,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0x33e74a64d404fb8a8ad7dad39e138937dddb269c,96.97024299,0.0123,,"Thu, 12 Oct 2023 00:00:00 GMT",Wed Oct 12 2022,,,
0x04403d0a919ef68e5edbe4de46f9e89110fe60ad,95.23929404,0.0121,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x8cb6a4adf31de6f661166909761d12e55de22bcb,95.00223774,0.0121,,"Thu, 05 Oct 2023 00:00:00 GMT",Fri Oct 07 2022,,,
0x90010c53c59f04060fc5969af2432589cbb8aab1,94.69019273,0.0121,,"Thu, 29 Jun 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x8ca3475aa16803fdf9ad4dd2fcea3415f65373d3,91.33188617,0.0116,,"Thu, 21 Sep 2023 00:00:00 GMT",Mon Sep 26 2022,,,
0x00f98baf21eed79164d1cf99eae6b4439b96dd46,89.77801113,0.0114,,"Thu, 21 Sep 2023 00:00:00 GMT",Sat Sep 24 2022,,,
0x02968341f7a519a446afbdaf4bd439e5f27b612a,88.17779657,0.0112,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Nov 02 2022,,,
0xf71a892c9af8e4bf483abb43374a45c63447da77,87.53441642,0.0111,,"Thu, 21 Sep 2023 00:00:00 GMT",Sun Oct 16 2022,,,
0x2e818545b078bcb5e08feba5d791042bb1ee1579,85.68986309,0.0109,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Sep 07 2022,,,
0x94f8499d9f0aa65b41cf2f8ed09a2260530ed269,85.41010637,0.0109,,"Thu, 21 Sep 2023 00:00:00 GMT",Sat Sep 24 2022,,,
0xc858dd4f2a80a859d491a16beee6708a6743bfb7,85.31944293,0.0109,,"Thu, 21 Sep 2023 00:00:00 GMT",Mon Sep 26 2022,,,
0x7b3fc8884f69a30bea47013961e06c54fc003ad3,84.30648176,0.0107,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Oct 27 2022,,,
0x0dea5aaa06aa6eece70b67b66605e1a336504ec0,82.93526422,0.0106,,"Thu, 21 Sep 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0xd28286be177b23a56c17e07dd286586128ea2f7e,82.74614918,0.0105,,"Thu, 24 Aug 2023 00:00:00 GMT",Sun Aug 28 2022,,,
0xbbf006da65607600c60ee3a2d0ca44c75c351877,81.85700357,0.0104,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 15 2022,,,
0x8a526ff80c06e84652de34b9eb92a1ff78c61ea3,81.8456484,0.0104,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x06e9a5e6ba50a2e20aadaf86c984df62f4873d6f,81.43517969,0.0104,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 29 2022,,,
0x97988d23302452730e7951aabf1a573ec88070ec,81.116651,0.0103,,"Thu, 21 Sep 2023 00:00:00 GMT",Wed Sep 28 2022,,,
0xab68730e81756f066ba6152c80b49ce62724f50b,79.98632514,0.0102,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x89a6cd7741bafebb4f03471d949b70cd5e439c99,78.91998849,0.01,,"Thu, 05 Oct 2023 00:00:00 GMT",Fri Oct 07 2022,,,
0x839375339b030c4a8a2f8bcedd85c308d898307a,78.82053328,0.01,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x8d5aa0bcf33d2269ec300fd7b1285032197f2c98,78.64697246,0.01,,"Thu, 14 Sep 2023 00:00:00 GMT",Wed Sep 14 2022,,,
0xc92fc09658fb97ccf59ffd34d404766c3713c828,75.45415059,0.0096,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x669d8f0878bd1e93c19af32357e69cae4f227f2b,71.26971957,0.0091,,"Thu, 07 Sep 2023 00:00:00 GMT",Fri Oct 14 2022,,,
0xa56847786f981a23d1b3d8b193eff2afba4c1d3a,71.26595316,0.0091,,"Thu, 24 Aug 2023 00:00:00 GMT",Thu Sep 15 2022,,,
0x32fb7c36d429f9c4e37a6acde4499ccadabb84f2,70.79708601,0.009,,"Thu, 14 Sep 2023 00:00:00 GMT",Sat Sep 17 2022,,,
0xc66efb4b2f4428e9d16f722b5c29c4cbebdee9fa,70.05082725,0.0089,,"Thu, 22 Dec 2022 00:00:00 GMT",Sun Oct 16 2022,,,
0x75c1d99b8c39dd31b6815a6269dc7b16d43a11c1,68.95087119,0.0088,,"Thu, 07 Sep 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0x6a4c5f9fc313716dae3ae69f10054dfc803fb781,67.92804154,0.0087,,"Thu, 14 Sep 2023 00:00:00 GMT",Wed Sep 21 2022,,,
0xe67f88dc8ec4f1010fb089430293d693b3b7b6ea,66.7300185,0.0085,,"Thu, 10 Aug 2023 00:00:00 GMT",Fri Aug 26 2022,,,
0x6a6575d84d60ec2b41055816e03b45f5a0098ee9,65.92831847,0.0084,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x10f2bab6d1634673c7037b853cdc4e1fbd477d8d,65.85286178,0.0084,,"Thu, 21 Sep 2023 00:00:00 GMT",Mon Sep 26 2022,,,
0x7829bbfbc9e16f073b7c8eee120a2db41a0751e7,65.19708013,0.0083,,"Thu, 21 Sep 2023 00:00:00 GMT",Mon Sep 26 2022,,,
0xe41415c2ad9cdea1b284e81ee3e79af9f3765169,64.36871556,0.0082,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0x09530e14a5658bcee95b2120c271004b482e5833,63.66921314,0.0081,,"Thu, 14 Sep 2023 00:00:00 GMT",Wed Sep 28 2022,,,
0x6db521efdbe36389a44b576db4747a2fe1e88646,63.31829307,0.0081,,"Thu, 10 Nov 2022 00:00:00 GMT",Tue Aug 16 2022,,,
0xd860bee6c3a6e8bba5e6e4eefd5499a1a018eee7,60.01984619,0.0076,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Oct 06 2022,,,
0x1cce12e31cb4d0b32d4ea00ca511991c84f87c81,59.57730253,0.0076,,"Thu, 14 Sep 2023 00:00:00 GMT",Sat Oct 08 2022,,,
0xe58000ce4dd92a478959a24392d43d4c100c85fd,58.55608806,0.0075,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0x30a6fddac82ee8f996572bfa9219b46e560fb61f,58.32387708,0.0074,,"Thu, 28 Sep 2023 00:00:00 GMT",Thu Sep 29 2022,,,
0x450d917214101a4e3f5af7ac0eb1425afa20791a,57.9713783,0.0074,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Sep 10 2022,,,
0xaec539a116fa75e8bdcf016d3c146a25bc1af93b,57.48518816,0.0073,,"Thu, 31 Aug 2023 00:00:00 GMT",Fri Sep 02 2022,,,
0x7a167ee9162df7ad4e1755383d4e7679ba8fa89a,57.07155903,0.0073,,"Thu, 14 Sep 2023 00:00:00 GMT",Fri Sep 16 2022,,,
0x9d94b60f5da3bfc9510a9702037bceec0ca02403,55.70699324,0.0071,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0xbcb1af485f5d9c5f650de240dc07fdeed35d7ace,55.17498796,0.007,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0x5f0ff52df8df2c5351c47b6711c33f36c5402909,54.85537706,0.007,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Oct 28 2022,,,
0xba1c6c06d1517b85f5ec5386a253352b417c8fa3,54.74156653,0.007,,"Thu, 26 Oct 2023 00:00:00 GMT",Thu Oct 27 2022,,,
0xd654dfe28b8b4f6f956040262fbc7b97ce80c419,54.28440465,0.0069,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x355ebecaa9637140cbd0559ac5f522ff5ac77f9d,54.17744029,0.0069,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0xd7a9c1dbde7f413cd9bb648a0d0994a203450cce,53.60151328,0.0068,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x9b4a54f384141265360bd93e4058f7ffca6b4aea,53.48815833,0.0068,,"Thu, 21 Sep 2023 00:00:00 GMT",Mon Sep 26 2022,,,
0xb2f9ee7d76740fb4dc7de7a69beffa8e1fff25dd,53.20160643,0.0068,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Sep 23 2022,,,
0xa42cdb9e4b242a3a1417f64dd376d81d75098aaa,52.3123891,0.0067,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x08ab1408ed6ccbf07b2f27c88c51a75b30665cbc,52.28162714,0.0067,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Sep 02 2022,,,
0x9e54d4b157c5ccd12b444be5e1e59386a79710e2,51.56930424,0.0066,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xc341e0fd548298de89b38fe31f2ac63457105451,51.32366642,0.0065,,"Thu, 14 Sep 2023 00:00:00 GMT",Wed Oct 05 2022,,,
0xb121888b98e201e508bf2e0c7db965bd228797d2,50.26618705,0.0064,,"Thu, 31 Aug 2023 00:00:00 GMT",Fri Sep 02 2022,,,
0xfe221946628d02719d28667460c50d074a974227,48.79848825,0.0062,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 16 2022,,,
0x8cc6cc66ab36cb77d0cb75d1951b1fda5c0b6940,48.52171419,0.0062,,"Thu, 24 Nov 2022 00:00:00 GMT",Mon Sep 12 2022,,,
0xe3849522e67102a52c03d49db7a73cc61245bd44,46.77915397,0.006,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xc9043e76dd81194f663abe55d2762e363ff4ccc1,46.53266381,0.0059,,"Thu, 07 Sep 2023 00:00:00 GMT",Wed Sep 07 2022,,,
0x7afd1856184d86f01f2efb2dc199f5a5802a328b,46.39918492,0.0059,,"Thu, 07 Sep 2023 00:00:00 GMT",Sun Sep 11 2022,,,
0x0075e788eb9cd476c2f2c13c0c7ef6e52da8fcbf,44.7747727,0.0057,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Sep 04 2022,,,
0x9296ff140e643316f7c016d68659dccc47fedffc,44.62568515,0.0057,,"Thu, 05 Oct 2023 00:00:00 GMT",Tue Oct 18 2022,,,
0x8f25818ff64be1abee91abca70c306b33b602062,42.77057288,0.0054,,"Thu, 07 Sep 2023 00:00:00 GMT",Wed Sep 07 2022,,,
0xc1710b9b466954b8708a3d3f32214c951f98431b,42.55854986,0.0054,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 30 2022,,,
0x98a104e9d1259f23d2a0ab6bce1e5635b9d7e72e,42.42489461,0.0054,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x0340ead03ae07ab1c50731af5a4279ccf266e91d,41.54649519,0.0053,,"Thu, 20 Jul 2023 00:00:00 GMT",Wed Aug 24 2022,,,
0x5b73422bf63ba9456cf6f0d9f0878caa759a729e,41.21004368,0.0052,,"Thu, 14 Sep 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0x1152cdc10cd9aa0750f15e2630e777252e07e34e,39.92919421,0.0051,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 30 2022,,,
0xac1ab8cfd1b6eea796e8c2f2cadd57be13817f56,38.49642909,0.0049,,"Thu, 12 Oct 2023 00:00:00 GMT",Thu Oct 13 2022,,,
0x79e9d3ac1c847a6e3601161a27ea3d9f16231ae8,38.40452245,0.0049,,"Thu, 12 Oct 2023 00:00:00 GMT",Wed Oct 12 2022,,,
0x405b36c8f1faa622111b58ee27622dcc5ad42b63,38.03287407,0.0048,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Aug 31 2022,,,
0x3c6d4ff09fac50ca6ec6802d4a04d884ced969ec,37.94927292,0.0048,,"Thu, 30 Mar 2023 00:00:00 GMT",Tue Nov 01 2022,,,
0xa376012f41e6b4d954cc0e9564ff43efa6585424,37.18050498,0.0047,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0x8daacd4e46a914b032b50e28e504d441ec6218be,36.99444004,0.0047,,"Thu, 10 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x238643d4106c7c6206f8dc31acb59cd24c979d12,35.91419827,0.0046,,"Thu, 24 Aug 2023 00:00:00 GMT",Mon Oct 24 2022,,,
0xce57b0293badd862e2d83e737cd4c4bb6bc586a8,35.42172515,0.0045,,"Thu, 18 May 2023 00:00:00 GMT",Thu Aug 25 2022,,,
0x03b8af1f1804e44971b3791f756f38c41748bfd8,34.72634238,0.0044,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 26 2022,,,
0xd1c0637534d184be38d833408a1cbf69c6113c6a,34.36673081,0.0044,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 29 2022,,,
0x61d2cecb107aa5abf61d0260e171c4e4512c5612,33.93368658,0.0043,,"Thu, 05 Oct 2023 00:00:00 GMT",Wed Oct 05 2022,,,
0xf1be320ddeddb0024c3cb9ef7808a68a62536402,33.53307259,0.0043,,"Thu, 12 Jan 2023 00:00:00 GMT",Sun Oct 30 2022,,,
0xacae03cdbc0af96a43f97dfd40e5eaeb0ebf2e2f,32.95985211,0.0042,,"Thu, 09 Mar 2023 00:00:00 GMT",Thu Sep 01 2022,,,
0xe221d5371ef7334a76aac4f70b94dd80d1c18a00,31.87989056,0.0041,,"Thu, 20 Apr 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0xf07add5ce0f6ac0db4105b34f74b899fead6274c,31.82266124,0.0041,,"Thu, 31 Aug 2023 00:00:00 GMT",Sun Oct 30 2022,,,
0xd9fd4e3c12e1fa343adc3561088412d07279982a,31.70052512,0.004,,"Thu, 31 Aug 2023 00:00:00 GMT",Wed Sep 07 2022,,,
0x563178f7e9658b9ba5e9b44686f22534e7c5134a,31.45547311,0.004,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x139f1b1c52ae328d9319a11eeab6d0e87d9d0e03,31.41841208,0.004,,"Thu, 25 May 2023 00:00:00 GMT",Thu Sep 08 2022,,,
0x2e9190b2c2b8f8f0fa99da93c408b2c92c92a233,30.27129004,0.0039,,"Thu, 15 Dec 2022 00:00:00 GMT",Mon Sep 12 2022,,,
0x5702173ef37c599bf52323a97418d4fb9e1fcf41,30.01414296,0.0038,,"Thu, 14 Sep 2023 00:00:00 GMT",Sat Sep 17 2022,,,
0x197f4c3cc2c89a0f4c4e2443c453f29ecdf67d4b,29.37789559,0.0037,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x41623231b4552134622e9c7d3d7da5f443c7df50,29.20086236,0.0037,,"Thu, 17 Aug 2023 00:00:00 GMT",Fri Aug 19 2022,,,
0x98fb5b87f14529d82f0b91663a2d08ec88f28812,28.95849049,0.0037,,"Thu, 21 Sep 2023 00:00:00 GMT",Wed Oct 05 2022,,,
0x07fcb3fad1da2333fafc3a42863c53d76903dae6,28.16680826,0.0036,,"Thu, 29 Dec 2022 00:00:00 GMT",Thu Sep 01 2022,,,
0xc6c3c471e64fec8684988d04dead9a4e1f98587d,27.44075073,0.0035,,"Thu, 28 Sep 2023 00:00:00 GMT",Mon Oct 03 2022,,,
0xd5c412e2b224c356f077980036f5cf6330a2da5d,27.06631816,0.0034,,"Thu, 31 Aug 2023 00:00:00 GMT",Sun Sep 04 2022,,,
0x179c4ef17188fe081b977b5e522bcd2071551b52,26.473188,0.0034,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0x341fe65a998ece518e78c76fafa1657983d4ff7a,26.27670238,0.0033,,"Thu, 27 Jul 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0xd264bc31a13d962c22967f02e44dadd8bbf25232,26.09456873,0.0033,,"Thu, 17 Aug 2023 00:00:00 GMT",Sun Aug 21 2022,,,
0x64431762fa2b5b7e9f9c4daa5b18d1a8a25f89dc,25.92467948,0.0033,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Aug 18 2022,,,
0xc4022f2bad4527ec76bd2418b83116c3d0f9bef4,25.89865784,0.0033,,"Thu, 07 Sep 2023 00:00:00 GMT",Fri Sep 16 2022,,,
0x9e15aa687d26f960d4eb20f8e4fb5697c9567143,25.89658045,0.0033,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x099a69c017761247ab3199a3bd0fb0d13fa256fa,25.56874961,0.0033,,"Thu, 28 Sep 2023 00:00:00 GMT",Thu Sep 29 2022,,,
0x4d60d71f411ab671f614ed0ec5b71beedb46287d,25.16601861,0.0032,,"Thu, 05 Oct 2023 00:00:00 GMT",Thu Oct 06 2022,,,
0x6be612332c781f991af4f6c620a1b5c3af11acbe,23.91123717,0.003,,"Thu, 25 May 2023 00:00:00 GMT",Tue Sep 06 2022,,,
0x3e7b530753ed471e4433f0cf9d149fc858e8134d,22.31024685,0.0028,,"Thu, 24 Aug 2023 00:00:00 GMT",Mon Aug 29 2022,,,
0x95c8b90b57ba7c9555e1ea66e589a7bec104c7bb,22.206684,0.0028,,"Thu, 17 Aug 2023 00:00:00 GMT",Sat Aug 20 2022,,,
0x839ab9ddbb67c35eba80d2077a612dfa62e6e5e8,21.92739987,0.0028,,"Thu, 07 Sep 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0x8fda1ead2709923c058217b441ef5a5bf09f4022,21.49655746,0.0027,,"Thu, 17 Aug 2023 00:00:00 GMT",Mon Aug 22 2022,,,
0x86b0c97e8b7385eacf08d3505f363d12b7c45f2c,21.20324332,0.0027,,"Thu, 09 Feb 2023 00:00:00 GMT",Sat Sep 24 2022,,,
0x8eb354f1cbb0ab7ef0d038883b4c1065e008453f,21.16016077,0.0027,,"Thu, 17 Aug 2023 00:00:00 GMT",Wed Aug 17 2022,,,
0xd205b11e2eb2005752df5d85253265c998e524ee,21.13872477,0.0027,,"Thu, 02 Nov 2023 00:00:00 GMT",Wed Nov 02 2022,,,
0x487175f921a713d8e67a95bcdd75139c35a7d838,21.04871651,0.0027,,"Thu, 17 Aug 2023 00:00:00 GMT",Tue Aug 23 2022,,,
0x73cbdf131364a3b8dc6110a6037aba1f868167ee,20.88647563,0.0027,,"Thu, 17 Aug 2023 00:00:00 GMT",Thu Sep 22 2022,,,
0xfc3bc5c1a6af3544b67834e13f11bd125dba03eb,20.69042759,0.0026,,"Thu, 07 Sep 2023 00:00:00 GMT",Sat Sep 10 2022,,,
0x4d039bac50d32bfd6b9e7ef44f0e459ec6f789cc,20.23032431,0.0026,,"Thu, 14 Sep 2023 00:00:00 GMT",Tue Sep 20 2022,,,
0x701533cc1ac85fa5f32ec56fe3ea442bd4977e0d,20.13912275,0.0026,,"Thu, 24 Aug 2023 00:00:00 GMT",Wed Aug 24 2022,,,
0x7779d137b441b9cd62a6c7ec8b31cc630cafa50a,19.54769072,0.0025,,"Thu, 31 Aug 2023 00:00:00 GMT",Thu Oct 27 2022,,,
0xa00d04b75cc12061019c843a763df3f60f2e5c76,19.06736847,0.0024,,"Thu, 24 Aug 2023 00:00:00 GMT",Thu Sep 15 2022,,,
0x60bbb1c69977e3648811c74b6aa3d2fd43322083,19.05083684,0.0024,,"Thu, 14 Sep 2023 00:00:00 GMT",Wed Sep 21 2022,,,
